timestamp,temperature,radiation,gas,humidity,pressure,energy_consumption,anomaly
2025-01-01 00:54:00,303.87,0.476,0.02,55.91,102.83,36.72,0
2025-01-01 00:55:00,290.3,0.4582,0.02,45.62,104.03,42.12,0
2025-01-01 00:56:00,299.83,0.1903,0.01,52.43,109.73,41.35,0
2025-01-01 00:57:00,313.67,0.4512,0.01,57.58,100.01,40.1,0
2025-01-01 00:58:00,303.07,0.3907,0.02,44.63,108.82,36.79,0
2025-01-01 00:59:00,314.04,0.4941,0.02,52.97,109.79,37.42,0
2025-01-01 01:00:00,306.07,0.2625,0.01,42.56,107.0,37.29,0
2025-01-01 01:01:00,304.98,0.195,0.02,54.85,105.28,43.71,0
2025-01-01 01:02:00,303.16,0.1777,0.02,48.36,108.67,37.32,0
2025-01-01 01:03:00,305.9,0.1661,0.01,59.98,100.11,40.91,0
2025-01-01 01:04:00,290.34,0.3207,0.01,55.75,102.93,38.44,0
2025-01-01 01:05:00,296.31,0.1456,0.02,48.95,105.39,41.26,0
2025-01-01 01:06:00,292.22,0.2654,0.02,46.46,101.91,41.06,0
2025-01-01 01:07:00,307.96,0.4002,0.01,41.98,109.16,41.88,0
2025-01-01 01:08:00,313.71,0.1582,0.02,43.93,108.66,40.2,0
2025-01-01 01:09:00,303.32,0.4723,0.01,52.38,101.44,38.63,0
2025-01-01 01:10:00,294.87,0.1805,0.02,45.73,102.51,43.08,0
2025-01-01 01:11:00,301.85,0.252,0.02,49.77,108.15,38.18,0
2025-01-01 01:12:00,314.05,0.4695,0.02,44.26,107.27,43.18,0
2025-01-01 01:13:00,299.08,0.1561,0.01,51.71,102.52,41.62,0
2025-01-01 01:14:00,299.8,0.1902,0.02,41.48,106.25,44.74,0
2025-01-01 01:15:00,307.79,0.2312,0.02,50.56,105.28,38.78,0
2025-01-01 01:16:00,291.31,0.208,0.02,45.19,104.12,41.34,0
2025-01-01 01:17:00,297.06,0.4247,0.02,41.23,105.75,38.49,0
2025-01-01 01:18:00,303.86,0.3187,0.01,52.97,102.16,40.59,0
2025-01-01 01:19:00,312.38,0.1769,0.01,41.27,104.92,43.7,0
2025-01-01 01:20:00,303.62,0.241,0.02,50.65,109.74,42.5,0
2025-01-01 01:21:00,312.78,0.3593,0.02,50.51,106.41,36.34,0
2025-01-01 01:22:00,313.42,0.234,0.02,47.21,108.85,36.1,0
2025-01-01 01:23:00,312.54,0.3503,0.02,50.07,104.93,38.59,0
2025-01-01 01:24:00,298.23,0.1493,0.01,52.18,100.84,36.86,0
2025-01-01 01:25:00,311.5,0.1365,0.01,40.08,107.19,43.51,0
2025-01-01 01:26:00,311.99,0.4601,0.02,51.19,106.78,44.15,0
2025-01-01 01:27:00,309.91,0.2956,0.02,46.73,100.12,36.44,0
2025-01-01 01:28:00,298.29,0.3424,0.02,57.82,105.55,38.94,0
2025-01-01 01:29:00,307.29,0.2567,0.01,40.08,107.08,43.99,0
2025-01-01 01:30:00,306.95,0.111,0.01,58.93,107.1,42.37,0
2025-01-01 01:31:00,310.16,0.465,0.02,48.6,100.23,44.37,0
2025-01-01 01:32:00,293.26,0.2803,0.02,59.87,103.99,41.69,0
2025-01-01 01:33:00,313.82,0.3286,0.02,51.46,108.18,35.43,0
2025-01-01 01:34:00,309.0,0.1689,0.02,56.0,106.26,39.39,0
2025-01-01 01:35:00,308.31,0.1076,0.02,44.65,106.6,36.38,0
2025-01-01 01:36:00,294.49,0.2807,0.02,48.33,106.11,35.53,0
2025-01-01 01:37:00,294.83,0.1015,0.02,53.81,104.84,39.61,0
2025-01-01 01:38:00,300.64,0.2344,0.02,40.12,105.95,39.9,0
2025-01-01 01:39:00,305.64,0.4418,0.02,56.14,104.11,38.9,0
2025-01-01 01:40:00,295.17,0.1127,0.02,59.49,107.52,40.47,0
2025-01-01 01:41:00,297.45,0.1487,0.01,50.68,106.24,38.66,0
2025-01-01 01:42:00,292.62,0.2052,0.01,50.7,101.03,37.88,0
2025-01-01 01:43:00,298.59,0.3109,0.01,43.0,100.25,36.73,0
2025-01-01 01:44:00,310.62,0.2401,0.02,49.8,102.76,43.43,0
2025-01-01 01:45:00,313.47,0.185,0.02,55.12,108.38,39.09,0
2025-01-01 01:46:00,307.16,0.176,0.02,54.45,100.77,43.78,0
2025-01-01 01:47:00,313.98,0.2335,0.02,59.84,104.51,41.66,0
2025-01-01 01:48:00,301.31,0.1303,0.02,56.54,100.42,39.41,0
2025-01-01 01:49:00,310.56,0.2414,0.02,47.66,107.83,37.46,0
2025-01-01 01:50:00,298.31,0.3884,0.01,41.88,102.67,37.51,0
2025-01-01 01:51:00,291.65,0.4888,0.01,54.45,103.93,44.91,0
2025-01-01 01:52:00,293.51,0.2497,0.02,54.35,104.96,42.5,0
2025-01-01 01:53:00,311.03,0.2157,0.02,49.83,100.77,37.97,0
2025-01-01 01:54:00,310.07,0.2556,0.01,52.77,108.5,36.33,0
2025-01-01 01:55:00,303.58,0.1831,0.02,48.28,100.05,38.56,0
2025-01-01 01:56:00,297.74,0.3673,0.02,42.11,104.83,37.77,0
2025-01-01 01:57:00,314.69,0.4121,0.01,47.38,101.11,42.87,0
2025-01-01 01:58:00,302.18,0.3589,0.02,43.65,100.13,43.7,0
2025-01-01 01:59:00,292.31,0.4166,0.01,57.06,105.94,38.99,0
2025-01-01 02:00:00,306.46,0.2095,0.02,56.48,100.09,37.34,0
2025-01-01 02:01:00,308.53,0.3878,0.01,59.66,106.76,38.71,0
2025-01-01 02:02:00,298.77,0.3091,0.01,54.29,100.68,41.53,0
2025-01-01 02:03:00,310.04,0.4621,0.01,54.91,109.83,35.68,0
2025-01-01 02:04:00,290.71,0.185,0.01,46.39,109.24,41.83,0
2025-01-01 02:05:00,290.27,0.2981,0.02,50.69,101.94,44.54,0
2025-01-01 02:06:00,297.68,0.24,0.02,47.89,107.09,38.15,0
2025-01-01 02:07:00,301.63,0.2054,0.02,58.95,102.9,43.16,0
2025-01-01 02:08:00,295.47,0.1579,0.01,59.6,105.7,40.14,0
2025-01-01 02:09:00,290.18,0.2937,0.02,48.2,101.29,37.68,0
2025-01-01 02:10:00,307.85,0.2901,0.02,40.77,105.29,39.25,0
2025-01-01 02:11:00,311.99,0.2523,0.02,58.72,105.66,35.3,0
2025-01-01 02:12:00,292.54,0.4867,0.02,43.79,105.68,44.57,0
2025-01-01 02:13:00,291.12,0.3108,0.01,48.93,106.55,39.59,0
2025-01-01 02:14:00,314.07,0.3338,0.02,46.29,100.21,36.55,0
2025-01-01 02:15:00,291.79,0.3956,0.01,55.14,105.38,37.17,0
2025-01-01 02:16:00,305.34,0.1046,0.02,55.69,107.49,42.91,0
2025-01-01 02:17:00,304.69,0.3293,0.02,58.97,109.49,35.09,0
2025-01-01 02:18:00,314.06,0.4482,0.02,46.49,104.21,43.48,0
2025-01-01 02:19:00,293.69,0.3483,0.01,47.56,100.05,44.69,0
2025-01-01 02:20:00,292.72,0.4054,0.02,56.56,105.16,44.84,0
2025-01-01 02:21:00,305.18,0.3466,0.02,45.16,103.63,41.65,0
2025-01-01 02:22:00,293.53,0.4238,0.02,55.1,109.9,44.77,0
2025-01-01 02:23:00,301.19,0.2124,0.02,54.23,102.95,37.81,0
2025-01-01 02:24:00,295.37,0.4638,0.01,44.93,106.24,39.68,0
2025-01-01 02:25:00,293.02,0.2158,0.02,59.17,103.96,36.16,0
2025-01-01 02:26:00,314.31,0.2736,0.01,52.22,108.09,42.11,0
2025-01-01 02:27:00,297.79,0.1956,0.02,43.88,107.57,35.23,0
2025-01-01 02:28:00,300.49,0.494,0.02,46.21,107.0,38.53,0
2025-01-01 02:29:00,313.47,0.194,0.01,53.77,107.95,40.76,0
2025-01-01 02:30:00,297.23,0.3292,0.01,41.15,109.2,39.81,0
2025-01-01 02:31:00,302.01,0.3979,0.02,49.09,107.95,39.75,0
2025-01-01 02:32:00,312.82,0.2225,0.01,42.98,108.19,44.26,0
2025-01-01 02:33:00,291.88,0.4635,0.02,55.09,107.61,35.02,0
2025-01-01 02:34:00,295.57,0.1859,0.02,53.14,109.02,39.88,0
2025-01-01 02:35:00,302.53,0.1217,0.02,58.91,100.72,40.58,0
2025-01-01 02:36:00,298.7,0.2713,0.02,48.39,104.96,37.73,0
2025-01-01 02:37:00,292.06,0.4021,0.02,57.73,109.45,35.88,0
2025-01-01 02:38:00,307.11,0.4281,0.02,46.57,102.85,39.62,0
2025-01-01 02:39:00,296.47,0.4583,0.01,42.25,106.07,41.58,0
2025-01-01 02:40:00,308.4,0.2102,0.01,48.27,102.34,38.77,0
2025-01-01 02:41:00,307.42,0.2994,0.02,51.59,103.29,36.82,0
2025-01-01 02:42:00,295.5,0.1064,0.02,59.2,107.77,38.01,0
2025-01-01 02:43:00,309.97,0.4727,0.02,50.24,101.36,35.8,0
2025-01-01 02:44:00,295.47,0.3653,0.01,50.66,104.37,41.29,0
2025-01-01 02:45:00,291.3,0.4921,0.02,54.43,100.16,35.79,0
2025-01-01 02:46:00,307.2,0.1439,0.02,52.43,100.71,41.14,0
2025-01-01 02:47:00,310.07,0.4204,0.02,49.2,107.36,43.74,0
2025-01-01 02:48:00,309.84,0.3384,0.02,53.05,105.77,44.2,0
2025-01-01 02:49:00,306.2,0.2528,0.02,58.99,107.81,35.33,0
2025-01-01 02:50:00,308.21,0.112,0.01,47.05,103.16,40.64,0
2025-01-01 02:51:00,296.1,0.1797,0.02,48.87,100.53,39.42,0
2025-01-01 02:52:00,308.97,0.1267,0.02,49.53,105.12,37.99,0
2025-01-01 02:53:00,306.17,0.1086,0.02,41.98,104.45,36.47,0
2025-01-01 02:54:00,294.24,0.2858,0.01,43.0,105.44,41.96,0
2025-01-01 02:55:00,298.99,0.4463,0.01,51.21,100.89,36.67,0
2025-01-01 02:56:00,312.72,0.4971,0.02,56.01,102.0,37.86,0
2025-01-01 02:57:00,292.23,0.1216,0.02,50.81,106.61,40.8,0
2025-01-01 02:58:00,290.3,0.2279,0.02,57.22,101.54,36.18,0
2025-01-01 02:59:00,313.97,0.4869,0.02,41.18,106.3,36.28,0
2025-01-01 03:00:00,311.14,0.2213,0.02,43.74,107.25,40.02,0
2025-01-01 03:01:00,307.65,0.2279,0.02,57.93,102.54,44.03,0
2025-01-01 03:02:00,291.89,0.1636,0.02,59.88,109.34,40.08,0
2025-01-01 03:03:00,303.2,0.3294,0.02,51.02,101.18,43.38,0
2025-01-01 03:04:00,312.13,0.4672,0.02,44.43,101.19,40.25,0
2025-01-01 03:05:00,296.94,0.2709,0.01,43.98,104.38,36.79,0
2025-01-01 03:06:00,295.63,0.108,0.01,42.33,106.57,36.5,0
2025-01-01 03:07:00,312.01,0.4142,0.02,47.04,100.58,35.76,0
2025-01-01 03:08:00,307.24,0.4693,0.01,57.29,106.53,41.77,0
2025-01-01 03:09:00,307.44,0.1249,0.02,49.67,108.37,39.28,0
2025-01-01 03:10:00,302.74,0.3322,0.02,48.0,101.66,37.51,0
2025-01-01 03:11:00,300.31,0.3479,0.02,55.83,105.75,38.43,0
2025-01-01 03:12:00,302.43,0.2437,0.01,45.62,104.51,37.55,0
2025-01-01 03:13:00,307.99,0.4448,0.01,40.48,108.76,40.77,0
2025-01-01 03:14:00,290.15,0.3,0.01,53.48,105.34,44.13,0
2025-01-01 03:15:00,299.88,0.4695,0.02,55.05,104.38,39.14,0
2025-01-01 03:16:00,299.87,0.1207,0.02,55.96,107.44,40.83,0
2025-01-01 03:17:00,298.93,0.3779,0.02,56.79,102.73,36.02,0
2025-01-01 03:18:00,290.08,0.3972,0.02,41.2,108.4,39.77,0
2025-01-01 03:19:00,301.53,0.3738,0.02,44.77,106.45,43.58,0
2025-01-01 03:20:00,299.79,0.2159,0.01,52.1,107.55,44.68,0
2025-01-01 03:21:00,305.3,0.2792,0.02,43.58,107.08,38.27,0
2025-01-01 03:22:00,311.54,0.3981,0.02,55.5,108.9,37.52,0
2025-01-01 03:23:00,304.29,0.2679,0.02,59.45,101.04,40.49,0
2025-01-01 03:24:00,303.27,0.4475,0.02,45.74,105.22,38.78,0
2025-01-01 03:25:00,298.83,0.3924,0.02,43.98,106.21,39.64,0
2025-01-01 03:26:00,298.53,0.1266,0.02,57.23,103.04,40.56,0
2025-01-01 03:27:00,311.62,0.3078,0.01,49.49,103.14,39.58,0
2025-01-01 03:28:00,311.2,0.2635,0.02,44.65,105.94,39.26,0
2025-01-01 03:29:00,314.33,0.1003,0.02,56.27,103.92,37.18,0
2025-01-01 03:30:00,311.33,0.3367,0.02,48.02,101.58,40.76,0
2025-01-01 03:31:00,302.63,0.2608,0.01,53.02,106.32,40.59,0
2025-01-01 03:32:00,293.29,0.2211,0.02,54.69,102.23,43.01,0
2025-01-01 03:33:00,297.98,0.3663,0.02,54.28,100.69,38.76,0
2025-01-01 03:34:00,304.45,0.3693,0.02,48.57,103.76,41.98,0
2025-01-01 03:35:00,312.84,0.4113,0.01,50.8,104.78,35.16,0
2025-01-01 03:36:00,313.46,0.2864,0.02,53.28,107.08,39.27,0
2025-01-01 03:37:00,311.45,0.1742,0.02,52.33,103.32,42.39,0
2025-01-01 03:38:00,308.63,0.4098,0.01,40.51,108.89,42.98,0
2025-01-01 03:39:00,300.05,0.1665,0.02,46.12,101.94,39.86,0
2025-01-01 03:40:00,310.74,0.3327,0.02,59.88,107.6,36.32,0
2025-01-01 03:41:00,300.42,0.286,0.02,53.64,103.26,38.67,0
2025-01-01 03:42:00,292.59,0.1357,0.02,58.52,101.97,44.23,0
2025-01-01 03:43:00,298.59,0.4523,0.01,41.81,104.35,43.48,0
2025-01-01 03:44:00,301.23,0.4358,0.02,42.65,109.25,35.77,0
2025-01-01 03:45:00,307.68,0.4532,0.01,50.38,100.53,39.59,0
2025-01-01 03:46:00,309.68,0.2216,0.01,45.03,107.91,44.74,0
2025-01-01 03:47:00,295.71,0.1275,0.01,52.56,106.76,39.49,0
2025-01-01 03:48:00,291.98,0.4712,0.02,47.87,108.21,43.99,0
2025-01-01 03:49:00,302.7,0.3406,0.02,57.83,100.89,35.53,0
2025-01-01 03:50:00,306.88,0.1191,0.01,48.45,101.82,43.99,0
2025-01-01 03:51:00,298.29,0.331,0.01,50.27,108.1,44.68,0
2025-01-01 03:52:00,306.97,0.1811,0.02,43.14,103.38,40.61,0
2025-01-01 03:53:00,302.18,0.4495,0.01,48.67,106.32,44.81,0
2025-01-01 03:54:00,295.35,0.4332,0.02,42.68,107.84,36.75,0
2025-01-01 03:55:00,307.49,0.1962,0.02,55.67,106.34,42.4,0
2025-01-01 03:56:00,310.08,0.1139,0.02,59.71,107.95,38.66,0
2025-01-01 03:57:00,297.13,0.3819,0.01,57.65,100.82,40.59,0
2025-01-01 03:58:00,311.17,0.388,0.02,44.59,106.0,44.66,0
2025-01-01 03:59:00,292.38,0.1126,0.02,51.82,103.58,42.18,0
2025-01-01 04:00:00,303.07,0.2389,0.02,41.99,100.4,35.57,0
2025-01-01 04:01:00,310.36,0.4193,0.02,45.67,104.92,38.2,0
2025-01-01 04:02:00,304.68,0.4381,0.01,51.4,102.01,43.7,0
2025-01-01 04:03:00,313.92,0.4312,0.01,46.06,102.3,43.26,0
2025-01-01 04:04:00,290.45,0.4691,0.02,54.88,104.56,42.07,0
2025-01-01 04:05:00,298.36,0.3641,0.02,58.64,109.3,40.7,0
2025-01-01 04:06:00,309.33,0.3969,0.02,59.48,108.78,42.45,0
2025-01-01 04:07:00,291.98,0.242,0.02,50.24,108.57,41.72,0
2025-01-01 04:08:00,309.29,0.1167,0.01,58.57,102.1,42.95,0
2025-01-01 04:09:00,303.71,0.2399,0.02,59.3,102.59,38.52,0
2025-01-01 04:10:00,297.33,0.3579,0.02,49.57,102.15,38.21,0
2025-01-01 04:11:00,308.68,0.4535,0.02,44.97,106.66,41.39,0
2025-01-01 04:12:00,312.73,0.214,0.02,53.41,108.4,36.03,0
2025-01-01 04:13:00,310.68,0.2908,0.02,44.86,103.48,39.15,0
2025-01-01 04:14:00,303.76,0.3042,0.01,58.07,109.44,37.37,0
2025-01-01 04:15:00,299.77,0.4219,0.02,59.47,109.47,43.75,0
2025-01-01 04:16:00,304.66,0.2352,0.02,55.42,101.04,42.03,0
2025-01-01 04:17:00,312.4,0.1842,0.02,57.82,100.67,44.58,0
2025-01-01 04:18:00,302.56,0.2832,0.02,44.27,106.64,43.09,0
2025-01-01 04:19:00,298.06,0.2022,0.02,49.35,106.29,43.55,0
2025-01-01 04:20:00,307.92,0.2287,0.01,49.38,102.48,39.2,0
2025-01-01 04:21:00,301.46,0.4463,0.02,43.92,103.16,40.84,0
2025-01-01 04:22:00,304.14,0.3183,0.02,53.85,100.97,44.4,0
2025-01-01 04:23:00,301.58,0.3322,0.02,44.27,105.12,43.59,0
2025-01-01 04:24:00,308.42,0.2402,0.02,40.16,100.47,36.13,0
2025-01-01 04:25:00,307.36,0.348,0.02,54.17,104.21,43.67,0
2025-01-01 04:26:00,291.07,0.104,0.01,42.55,102.7,38.06,0
2025-01-01 04:27:00,301.39,0.3442,0.02,59.34,105.42,43.76,0
2025-01-01 04:28:00,310.06,0.1192,0.02,56.13,109.07,41.33,0
2025-01-01 04:29:00,313.3,0.3653,0.01,51.17,107.56,41.66,0
2025-01-01 04:30:00,292.08,0.1948,0.02,50.57,100.31,42.38,0
2025-01-01 04:31:00,291.99,0.1739,0.02,46.3,100.34,35.17,0
2025-01-01 04:32:00,313.39,0.249,0.02,48.28,102.13,43.78,0
2025-01-01 04:33:00,313.74,0.4951,0.01,41.01,108.58,36.76,0
2025-01-01 04:34:00,304.04,0.3319,0.02,40.75,103.09,40.14,0
2025-01-01 04:35:00,294.36,0.4776,0.02,42.79,106.71,39.1,0
2025-01-01 04:36:00,297.79,0.2164,0.02,58.07,108.36,38.49,0
2025-01-01 04:37:00,307.69,0.311,0.02,45.93,100.81,36.92,0
2025-01-01 04:38:00,304.16,0.3915,0.01,47.58,101.66,41.02,0
2025-01-01 04:39:00,311.62,0.4719,0.02,57.45,106.01,37.43,0
2025-01-01 04:40:00,308.67,0.3898,0.01,43.9,101.09,39.99,0
2025-01-01 04:41:00,298.04,0.46,0.01,46.48,108.76,44.99,0
2025-01-01 04:42:00,308.08,0.4603,0.01,55.43,104.62,41.9,0
2025-01-01 04:43:00,300.75,0.3277,0.01,51.48,102.91,37.8,0
2025-01-01 04:44:00,298.18,0.1803,0.01,58.63,104.54,41.14,0
2025-01-01 04:45:00,304.29,0.2062,0.01,42.09,108.31,36.09,0
2025-01-01 04:46:00,295.17,0.4651,0.02,41.07,106.43,40.16,0
2025-01-01 04:47:00,299.12,0.299,0.01,59.1,101.71,36.86,0
2025-01-01 04:48:00,299.22,0.185,0.01,40.8,106.14,37.41,0
2025-01-01 04:49:00,314.27,0.1457,0.01,43.48,105.42,42.47,0
2025-01-01 04:50:00,303.98,0.4441,0.02,42.77,101.86,38.58,0
2025-01-01 04:51:00,313.0,0.284,0.02,41.49,106.87,39.67,0
2025-01-01 04:52:00,294.33,0.1326,0.01,56.41,106.41,39.62,0
2025-01-01 04:53:00,311.14,0.1724,0.01,51.08,105.9,38.21,0
2025-01-01 04:54:00,302.61,0.148,0.01,58.1,104.42,37.31,0
2025-01-01 04:55:00,298.25,0.3071,0.02,54.42,109.48,36.12,0
2025-01-01 04:56:00,294.46,0.2452,0.01,59.14,101.71,36.7,0
2025-01-01 04:57:00,302.19,0.3788,0.02,40.87,107.66,44.45,0
2025-01-01 04:58:00,310.26,0.436,0.02,55.19,108.05,35.77,0
2025-01-01 04:59:00,291.37,0.1301,0.02,44.82,100.28,35.77,0
2025-01-01 05:00:00,291.71,0.351,0.01,56.91,109.93,39.41,0
2025-01-01 05:01:00,303.44,0.204,0.02,58.3,101.81,44.53,0
2025-01-01 05:02:00,295.53,0.2064,0.02,51.87,100.32,43.03,0
2025-01-01 05:03:00,306.05,0.3972,0.01,57.46,107.83,44.57,0
2025-01-01 05:04:00,300.22,0.3073,0.02,42.09,102.1,37.88,0
2025-01-01 05:05:00,313.63,0.1005,0.02,47.91,106.48,39.11,0
2025-01-01 05:06:00,309.6,0.4802,0.02,43.6,102.22,37.66,0
2025-01-01 05:07:00,295.54,0.1053,0.02,53.62,105.16,36.47,0
2025-01-01 05:08:00,291.02,0.2538,0.01,41.14,100.73,43.16,0
2025-01-01 05:09:00,308.15,0.2238,0.01,46.89,105.66,43.6,0
2025-01-01 05:10:00,301.93,0.1594,0.01,41.14,107.4,38.99,0
2025-01-01 05:11:00,312.95,0.224,0.02,49.9,108.49,40.61,0
2025-01-01 05:12:00,294.81,0.4204,0.01,50.09,101.96,38.38,0
2025-01-01 05:13:00,300.23,0.324,0.02,52.9,101.87,42.9,0
2025-01-01 05:14:00,305.05,0.2407,0.02,48.08,108.75,40.46,0
2025-01-01 05:15:00,309.72,0.418,0.02,55.02,102.25,43.71,0
2025-01-01 05:16:00,307.7,0.1216,0.02,49.64,101.42,39.73,0
2025-01-01 05:17:00,313.06,0.4504,0.01,48.81,105.1,41.91,0
2025-01-01 05:18:00,309.16,0.4314,0.02,57.64,105.57,35.23,0
2025-01-01 05:19:00,301.47,0.1645,0.02,53.62,106.81,39.9,0
2025-01-01 05:20:00,307.92,0.1457,0.02,56.86,108.55,35.33,0
2025-01-01 05:21:00,295.73,0.1397,0.02,55.0,100.96,39.02,0
2025-01-01 05:22:00,302.8,0.3861,0.01,45.81,105.32,40.26,0
2025-01-01 05:23:00,292.8,0.3851,0.01,57.0,107.73,44.81,0
2025-01-01 05:24:00,294.28,0.4778,0.02,57.62,100.34,38.21,0
2025-01-01 05:25:00,290.74,0.1728,0.02,48.22,106.72,39.84,0
2025-01-01 05:26:00,301.84,0.3599,0.02,40.41,108.01,37.73,0
2025-01-01 05:27:00,306.78,0.3633,0.01,43.29,104.48,38.42,0
2025-01-01 05:28:00,296.83,0.2237,0.01,42.21,100.88,43.8,0
2025-01-01 05:29:00,310.37,0.2977,0.01,53.73,101.09,36.02,0
2025-01-01 05:30:00,293.53,0.3768,0.02,50.73,101.69,38.37,0
2025-01-01 05:31:00,310.57,0.305,0.02,53.18,103.55,35.04,0
2025-01-01 05:32:00,313.52,0.3842,0.02,57.0,103.74,38.79,0
2025-01-01 05:33:00,293.61,0.4229,0.02,45.12,109.6,42.68,0
2025-01-01 05:34:00,312.06,0.1696,0.02,59.82,103.49,39.03,0
2025-01-01 05:35:00,303.43,0.1178,0.01,46.46,100.09,38.16,0
2025-01-01 05:36:00,303.63,0.1077,0.02,56.0,101.46,44.61,0
2025-01-01 05:37:00,300.37,0.2753,0.02,47.86,106.52,36.78,0
2025-01-01 05:38:00,313.01,0.4473,0.02,55.79,107.09,39.74,0
2025-01-01 05:39:00,293.89,0.2297,0.02,53.32,108.65,43.78,0
2025-01-01 05:40:00,303.18,0.2746,0.02,48.88,109.46,36.5,0
2025-01-01 05:41:00,293.79,0.2549,0.02,57.04,108.25,40.82,0
2025-01-01 05:42:00,311.44,0.1771,0.02,46.57,102.73,36.0,0
2025-01-01 05:43:00,299.12,0.114,0.02,49.5,103.58,42.71,0
2025-01-01 05:44:00,297.02,0.13,0.01,56.4,106.36,40.77,0
2025-01-01 05:45:00,303.46,0.3996,0.01,44.19,101.3,38.39,0
2025-01-01 05:46:00,296.85,0.4661,0.01,49.48,107.31,44.07,0
2025-01-01 05:47:00,314.15,0.1277,0.01,59.98,103.13,35.56,0
2025-01-01 05:48:00,313.34,0.2614,0.01,43.01,104.25,38.68,0
